x0,rtol,printed_P2,clock_consistent_P2,exact_P2,printed_identity_error,clock_consistent_identity_error
0.2,1e-8,0.10633990646069874,0.1063290287050254,0.10632902870502527,1.0877755673474598e-5,1.3877787807814457e-16
0.2,1e-10,0.10633990646069874,0.1063290287050254,0.10632902870502527,1.0877755673474598e-5,1.3877787807814457e-16
0.2,1e-12,0.10633990646069874,0.1063290287050254,0.10632902870502527,1.0877755673474598e-5,1.3877787807814457e-16
0.1,1e-8,0.054001551388397226,0.05400009924092605,0.05400009924092605,1.4521474711731708e-6,0.0
0.1,1e-10,0.054001551388397226,0.05400009924092605,0.05400009924092605,1.4521474711731708e-6,0.0
0.1,1e-12,0.054001551388397226,0.05400009924092605,0.05400009924092605,1.4521474711731708e-6,0.0
0.05,1e-8,0.027217676408498464,0.02721748980339702,0.027217489803397023,1.8660510144041798e-7,-3.469446951953614e-18
0.05,1e-10,0.027217676408498464,0.02721748980339702,0.027217489803397023,1.8660510144041798e-7,-3.469446951953614e-18
0.05,1e-12,0.027217676408498464,0.02721748980339702,0.027217489803397023,1.8660510144041798e-7,-3.469446951953614e-18
